episode_run_time,first_air_date,genres,id,languages,name,networks,number_of_episodes,number_of_seasons,origin_country,original_language,overview,popularity,poster_path,production_companies,spoken_languages,vote_average,vote_count,Action & Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Kids,Mystery,News,Reality,Romance,Sci-Fi & Fantasy,Soap,Talk,War & Politics,Western
[],2021-09-18,['Reality'],134156.0,['cs'],Love Island,"[{'id': 550, 'logo_path': '/e3v7L2zlVEO1GLH7pv0f1CNFIeK.png', 'name': 'Markíza', 'origin_country': 'SK'}, {'id': 711, 'logo_path': '/twuMX6vryssdv8oY01ZD5eNTKLt.png', 'name': 'TV Nova', 'origin_country': 'CZ'}, {'id': 5174, 'logo_path': '/urFAfEj1atKaaI9fMyvsdaaXqfB.png', 'name': 'Voyo', 'origin_country': 'CZ'}]",192.0,4.0,"['CZ', 'SK']",cs,"The search for love in paradise, the fight for a fairytale win, a beautiful villa by the sea, fine sand on the beach, a refreshing pool, the scorching sun, or evening barbecues - all in the most exciting dating reality show Love Island.",1752.105,/p10tBxVHtHfSfbYOpqDZTMSvVLN.jpg,"[{'id': 31292, 'logo_path': None, 'name': 'TV Nova', 'origin_country': 'CZ'}]","[{'english_name': 'Czech', 'iso_639_1': 'cs', 'name': 'Český'}]",4.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
[45],2014-02-25,"['Talk', 'Comedy']",61818.0,['en'],Late Night with Seth Meyers,"[{'id': 6, 'logo_path': '/cm111bsDVlYaC1foL0itvEI4yLG.png', 'name': 'NBC', 'origin_country': 'US'}]",1581.0,12.0,['US'],en,"Seth Meyers, who is ""Saturday Night Live’s"" longest serving anchor on the show’s wildly popular ""Weekend Update,"" takes over as host of NBC’s ""Late Night"" — home to A-list celebrity guests, memorable comedy and the best in musical talent. As the Emmy Award-winning head writer for ""SNL,"" Meyers has established a reputation for sharp wit and perfectly timed comedy, and has gained fame for his spot-on jokes and satire. Meyers takes his departure from ""SNL"" to his new post at ""Late Night,"" as Jimmy Fallon moves to ""The Tonight Show"".",1691.224,/g6MrJxNaHYGYU7Sxo72e5B8gKOV.jpg,"[{'id': 26727, 'logo_path': '/jeTxdjXhzgKZyLr3l9MllkTn3fy.png', 'name': 'Universal Television', 'origin_country': 'US'}, {'id': 170657, 'logo_path': None, 'name': 'Sethmaker Shoemeyers Productions', 'origin_country': 'US'}, {'id': 1756, 'logo_path': '/d7YyNzysIF0lSb4lJRf1ar6MHxi.png', 'name': 'Broadway Video', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",5.4,92.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[45],2024-01-15,['Soap'],242101.0,['pt'],Cacau,"[{'id': 93, 'logo_path': '/bCngEbZ5SoIwkgmSMsLUABqanZn.png', 'name': 'TVI', 'origin_country': 'PT'}]",220.0,1.0,['PT'],pt,"Cacau is an engaging saga of family secrets, clandestine loves and sacrifices, all sweetened by the irresistible taste of chocolate and the magic of cocoa plantations.",1673.631,/nNCFBKZ68fmr008moWSzLdu2mUP.jpg,"[{'id': 128433, 'logo_path': '/11x9eeGVBxcAraFfgwt5Hb1Z3Ms.png', 'name': 'Plural Entertainment', 'origin_country': 'PT'}, {'id': 86448, 'logo_path': '/ouoDVGGHRAE7WfPtMKZn6kKDMec.png', 'name': 'TVI - Televisão Independente', 'origin_country': 'PT'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",5.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[22],2017-02-06,"['Family', 'Comedy', 'Drama']",91759.0,['cn'],Come Home Love: Lo and Behold,"[{'id': 48, 'logo_path': '/v78f4q6DYdRB8dLj4rQBpqQG8pW.png', 'name': 'TVB Jade', 'origin_country': 'HK'}]",2408.0,1.0,['HK'],cn,"Hung Sue Gan starting from the bottom, established his own logistics company, which is now running smoothly. His only concern now are his three daughters. His eldest daughter has immigrated overseas. His second daughter Hung Yeuk Shui has reached the marriageable age, but has no hopes for marriage anytime soon. She is constantly bickering with her younger sister Hung Sum Yue, who is an honour student, over trivial matters, causing their father to not know whether to laugh or cry. Hung Sue Yan, Hung Sue Gan's brother, moves in with the family, temporarily ending his life as a nomadic photographer. He joins Hung Yeuk Shui's company and encounters Ko Pak Fei, the director of an online shop. The two appear to be former lovers, making for lots of laughter. Since Hung Sue Yan moved in, a series of strange events have occurred in the family. Upon investigation, the source is traced to Lung Ging Fung, a promising young man who is the son of department store mogul Lung Gam Wai.",1668.766,/lgD4j9gUGmMckZpWWRJjorWqGVT.jpg,"[{'id': 79261, 'logo_path': '/4OKzkasr0IV8CSqejjgRfKw7e0m.png', 'name': 'TVB', 'origin_country': 'HK'}]","[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",5.1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[50],2024-02-05,['Soap'],242099.0,['pt'],Lady of the sea,"[{'id': 818, 'logo_path': '/iyEiVlVWoA6GHKLuNRpXtnPo2rh.png', 'name': 'SIC', 'origin_country': 'PT'}, {'id': 4547, 'logo_path': '/kaZQkqS9vhowK2P2SlfxYsGKskQ.png', 'name': 'OPTO', 'origin_country': 'PT'}]",175.0,1.0,['PT'],pt,"On her birthday, Joana's joy turns to despair when her abusive husband discovers her pregnancy and attempts to harm her. Fleeing the city, she finds refuge on a boat with criminals, but realizing the danger, she sees land beyond so leaps into the water and swims to Terceira Island, leaving her life behind. Exhausted on the shore, she encounters Chico, a lost child, during a religious ceremony. Joana arrives with the child, inadvertently becoming mistaken for a saint 'Our Lady of the Sea', revered by the island's faithful.",1654.266,/wy4tkwuoWMGEa5Wi8dCvLVuxBzt.jpg,"[{'id': 8413, 'logo_path': '/vZokJngHqGwMKJSgIUOky2Ui46a.png', 'name': 'SIC - Sociedade Independente de Comunicação', 'origin_country': 'PT'}, {'id': 92108, 'logo_path': '/ufaY7DMZUz56C6iaIdaFTZDqYPY.png', 'name': 'SP Televisão', 'origin_country': 'PT'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",6.65,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2024-01-22,"['Drama', 'Family']",242722.0,['hi'],Shrimad Ramayan,"[{'id': 676, 'logo_path': '/vamK8zdyD953QvkMIGf4J93MPKz.png', 'name': 'Sony Entertainment Television', 'origin_country': 'IN'}, {'id': 2646, 'logo_path': '/8FhUdXfYC3E2EfntzwCdHYvo4vt.png', 'name': 'Sony Liv', 'origin_country': 'IN'}]",214.0,1.0,['IN'],hi,"Shrimad Ramayan is an ambitious television series that brings to life the timeless epic, the Ramayan, with a deep commitment to authenticity, cultural reverence and a contemporary sensibility.",1653.977,/aCDK83ykQYnQGFOTfiLjnoqXv1b.jpg,"[{'id': 151393, 'logo_path': '/jUJhL2MEnUwzshpVcbnMVFMKhtX.png', 'name': 'Swastik Productions', 'origin_country': 'IN'}]","[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",9.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[25],2024-07-29,"['Action & Adventure', 'Drama', 'War & Politics', 'Family']",242931.0,"['en', 'ja', 'tl']",Pulang Araw,"[{'id': 50, 'logo_path': '/ftB1h0NyMIeu1H1AtZ8BXtsYIiA.png', 'name': 'GMA Network', 'origin_country': 'PH'}]",100.0,1.0,['PH'],tl,"Red Sun is a family drama that tells stories of courage, sacrifice, and hardships that every Filipino family has. These stories were inspired by the tales of the unsung heroes who defied the odds of World War II and the Japanese occupation of the Philippines.",1624.853,/2zbaRzgieKiHYkTGztQUzrAYbgb.jpg,"[{'id': 136033, 'logo_path': None, 'name': 'GMA Entertainment Group', 'origin_country': 'PH'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",7.048,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[50],2022-02-20,"['Mystery', 'Drama', 'Sci-Fi & Fantasy']",124364.0,['en'],FROM,"[{'id': 922, 'logo_path': '/9aH86hGHVQfvhAqrDRv1EINoxua.png', 'name': 'Epix', 'origin_country': 'US'}, {'id': 6219, 'logo_path': '/89TXvQzvoKvyqD9EEogohzMJ8D6.png', 'name': 'MGM+', 'origin_country': 'US'}]",30.0,3.0,['US'],en,"Unravel the mystery of a nightmarish town in middle America that traps all those who enter. As the unwilling residents fight to keep a sense of normalcy and search for a way out, they must also survive the threats of the surrounding forest – including the terrifying creatures that come out when the sun goes down.",1557.857,/cjXLrg4R7FRPFafvuQ3SSznQOd9.jpg,"[{'id': 106544, 'logo_path': '/psd84iF7PTGrKf4yFOStKj8JbAh.png', 'name': 'AGBO', 'origin_country': 'US'}, {'id': 51593, 'logo_path': '/qkmCZvtCAbNmRto9RdOd2mRm1IB.png', 'name': 'Midnight Radio', 'origin_country': 'US'}, {'id': 6805, 'logo_path': '/4774MDXAu1vsapNyTv1LK3S5Ww1.png', 'name': 'Epix', 'origin_country': 'US'}, {'id': 2230, 'logo_path': '/igOjospzsKQIbpuFCGhoN5F9icS.png', 'name': 'MGM Television', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.167,1300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[45],2024-10-10,['Drama'],229036.0,['zh'],The Rise of Ning,"[{'id': 952, 'logo_path': '/6WVfgvW4r3jiw6v80jflHSQr41j.png', 'name': 'Hunan Television', 'origin_country': 'CN'}, {'id': 1631, 'logo_path': '/c6GPQWwbXDuD59pGGutCBQ1T711.png', 'name': 'Mango TV', 'origin_country': 'CN'}, {'id': 2007, 'logo_path': '/uBCIoV9AUGIdfXTrtJ6CRIxOZF6.png', 'name': 'Tencent Video', 'origin_country': 'CN'}]",40.0,1.0,['CN'],zh,"Luo Yining, unbound by traditional formalities, frequently stood up for her downtrodden ""Third Brother"" Luo Shenyuan, discovering his hidden talents in the process. After heartbreak, she aimed for independence by starting a business. Luo Shenyuan, wrongfully accused, sought the truth about his mentor's death. Grateful for Yining's support, he helped her when her business faced difficulties, and their mutual understanding grew into love.

With Shenyuan's help, Yining punished her mother's murderer and managed her business well. Encouraged by Yining, Shenyuan excelled in the imperial exams and uncovered the truth behind his mentor's wrongful death. Together, they cleared his mentor's name, brought the culprits to justice, and lived a peaceful life.",1422.872,/hDW3msfi6sNtApqkqMYsXGYxssU.jpg,[],"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[42],2024-09-18,"['Sci-Fi & Fantasy', 'Mystery']",138501.0,['en'],Agatha All Along,"[{'id': 2739, 'logo_path': '/1edZOYAfoyZyZ3rklNSiUpXX30Q.png', 'name': 'Disney+', 'origin_country': ''}]",9.0,1.0,['US'],en,"Agatha Harkness gathers a coven of witches and sets off down, down, down The Witches' Road.",1413.513,/1tfCj5h0FEQ5xg8hzVjQgcuGlgN.jpg,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}, {'id': 176762, 'logo_path': None, 'name': 'Kevin Feige Productions', 'origin_country': 'US'}, {'id': 241592, 'logo_path': None, 'name': 'Capewatch Pictures', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.637,314.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[],2022-10-03,['Soap'],231962.0,['af'],Diepe Waters,"[{'id': 1826, 'logo_path': '/2tNeujuBe8MR40hoUE4FLYA7Knl.png', 'name': 'kykNET', 'origin_country': 'ZA'}]",624.0,3.0,['ZA'],af,"A South African, Afrikaans-language telenovela which takes place in and around a competitive swimming club, Die Swartmarlyne.",1243.05,/uvZF598tqnBxC6UsadJsgQVJ7vF.jpg,"[{'id': 149066, 'logo_path': None, 'name': 'Penguin Films', 'origin_country': ''}]","[{'english_name': 'Afrikaans', 'iso_639_1': 'af', 'name': 'Afrikaans'}]",9.5,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2024-09-15,['Drama'],258577.0,['ar'],Despite the law,"[{'id': 1928, 'logo_path': '/bMjDKMox1AgY8byELQIgrMdw4r9.png', 'name': 'ON', 'origin_country': 'EG'}, {'id': 4786, 'logo_path': '/hZUFrCdAKr2NTOSzSEXmQndhKYI.png', 'name': 'WATCH iT!', 'origin_country': 'EG'}]",30.0,1.0,['EG'],ar,"In a dramatic context, Laila works as a lawyer and lives in the city of Port Said. She wakes up one day to find that her husband has disappeared. After a search trip, she discovers that he ran away, leaving behind two children, Laila and Hashem, after ten years of marriage. She tries to find out the secret of his escape despite the great love story between them.",1214.601,/zmLt8uqxUbWEYhhZt952lMUo7YC.jpg,"[{'id': 104967, 'logo_path': '/A8wNbAYXLsEIoYOuqFoPeFpvVLk.png', 'name': 'Egyptian Arts Group', 'origin_country': 'EG'}]","[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"[60, 30]",1972-09-04,['Reality'],2051.0,['en'],The Price Is Right,"[{'id': 16, 'logo_path': '/wWA5mILSAyahtdNQh1WiADi6PRI.png', 'name': 'CBS', 'origin_country': 'US'}]",2803.0,33.0,['US'],en,"""Come on down!"" The Price Is Right features a wide variety of games and contests with the same basic challenge: Guess the prices of everyday (or not-quite-everyday) retail items. ",1192.842,/ziHy9KsfDNrxukHv4u4gRiBZAn0.jpg,"[{'id': 47919, 'logo_path': None, 'name': 'Mark Goodson-Bill Todman Productions', 'origin_country': ''}, {'id': 66657, 'logo_path': None, 'name': 'Price Productions', 'origin_country': ''}, {'id': 11226, 'logo_path': '/nGvh7WJCDYmXZjOAOJ7VoC4vEw0.png', 'name': 'FremantleMedia North America', 'origin_country': 'US'}, {'id': 25673, 'logo_path': '/n8jePITtAXMDPR2MGevMF2zIwss.png', 'name': 'Cinema Vehicle Services', 'origin_country': 'US'}, {'id': 4898, 'logo_path': '/nm8d7P7MJNiBLdgIzUK0gkuEA4r.png', 'name': 'CBS', 'origin_country': 'US'}, {'id': 66275, 'logo_path': None, 'name': 'Mark Goodson Productions LLC', 'origin_country': ''}, {'id': 62025, 'logo_path': None, 'name': 'Mark Goodson Television Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",6.105,81.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[45],2024-08-18,"['Action & Adventure', 'Drama']",261033.0,['ar'],The Agent,"[{'id': 3626, 'logo_path': '/X37sqYsNaok8iZXzJpvFbNSJHe.png', 'name': 'Shahid', 'origin_country': 'AE'}]",60.0,1.0,['SY'],ar,"A police captain infiltrates a notorious gang, only to find himself going deeper down the rabbit hole.",1141.939,/qUtgaa43jTELs0Tdw55aIukt9yn.jpg,[],"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}]",0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[43],2005-03-27,['Drama'],1416.0,['en'],Grey's Anatomy,"[{'id': 2, 'logo_path': '/2uy2ZWcplrSObIyt4x0Y9rkG6qO.png', 'name': 'ABC', 'origin_country': 'US'}]",438.0,21.0,['US'],en,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,1096.046,/7jEVqXC14bhfAzSPgr896dMdDv6.jpg,"[{'id': 1557, 'logo_path': '/ccz9bqCu3jSFKbPFnfWmjAKZLBL.png', 'name': 'The Mark Gordon Company', 'origin_country': 'US'}, {'id': 34209, 'logo_path': '/rYt8Q3nYxyE4YBLmVojvoKvIROv.png', 'name': 'shondaland', 'origin_country': 'US'}, {'id': 19366, 'logo_path': '/vOH8dyQhLK01pg5fYkgiS31jlFm.png', 'name': 'ABC Studios', 'origin_country': 'US'}, {'id': 1558, 'logo_path': '/wwaKUcOENHix2jxLfFBfNkCtOEQ.png', 'name': 'Touchstone Television', 'origin_country': 'US'}, {'id': 51848, 'logo_path': '/jmrRZgqHnYmJC4uePQI2sLijpSk.png', 'name': 'Entertainment One Television', 'origin_country': 'CA'}, {'id': 28523, 'logo_path': '/zzULw9w7d50BHR8fE30PZT3zJ1D.png', 'name': 'Lionsgate Television', 'origin_country': 'US'}, {'id': 236613, 'logo_path': '/9DTggoZARHzATCRewGRs9XSNOWP.png', 'name': 'ABC Signature', 'origin_country': 'US'}, {'id': 141553, 'logo_path': None, 'name': 'Trip the Light Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.2,10206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[120],2022-09-23,"['Family', 'Drama']",210865.0,['tr'],Golden Boy,"[{'id': 778, 'logo_path': '/qWvC2SCqIGhm7hPGtqaPjL4tPvx.png', 'name': 'Star TV', 'origin_country': 'TR'}]",80.0,3.0,['TR'],tr,"A young girl is forced to marry a rich groom. The groom is not only rich, but also allows himself to live without any restrictions or obligations. Will married life change his habits? And how will such a man be accepted by a good-hearted wife?",1085.449,/58qFWTsnUFOXctP2r918Nf0lpXg.jpg,"[{'id': 142312, 'logo_path': None, 'name': 'OGM Pictures', 'origin_country': 'TR'}]","[{'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}]",8.3,51.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[21],2022-09-12,['Drama'],210078.0,['fr'],STAT,"[{'id': 141, 'logo_path': '/32OnRA75a9xn30N2fC44IcCzHkC.png', 'name': 'ICI Radio-Canada Télé', 'origin_country': 'CA'}]",236.0,3.0,['CA'],fr,The daily lives of the personnel of the St-Vincent hospital in Montréal.,1071.281,/i8t2DQVBv7rfJeUerVSIWGyMLqw.jpg,"[{'id': 68120, 'logo_path': '/cd63bYczHLOooHLppy4WgGGlYan.png', 'name': 'Aetios Productions', 'origin_country': 'CA'}, {'id': 70020, 'logo_path': '/5NBP5FL6QeA4Lq5LTEZ6V0leiKc.png', 'name': 'A Média', 'origin_country': 'CA'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",5.8,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[],2009-10-05,['Reality'],114439.0,['en'],Let's Make a Deal,"[{'id': 16, 'logo_path': '/wWA5mILSAyahtdNQh1WiADi6PRI.png', 'name': 'CBS', 'origin_country': 'US'}]",1875.0,16.0,['US'],en,"Audience members dress up in outlandish costumes to get host Wayne Brady's attention in an attempt to make deals for trips, prizes, cars or cash, while trying to avoid the dreaded Zonks.",1063.613,/8lQkzJCwPpB0P6GieQeojUOW6PU.jpg,"[{'id': 11226, 'logo_path': '/nGvh7WJCDYmXZjOAOJ7VoC4vEw0.png', 'name': 'FremantleMedia North America', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",5.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
[43],2024-10-09,['Drama'],270704.0,['cn'],Darkside of The Moon,"[{'id': 48, 'logo_path': '/v78f4q6DYdRB8dLj4rQBpqQG8pW.png', 'name': 'TVB Jade', 'origin_country': 'HK'}, {'id': 1419, 'logo_path': '/w2TeR3fvPZ9a617tNIF1oOfyPtk.png', 'name': 'Youku', 'origin_country': 'CN'}]",25.0,1.0,['HK'],cn,"Yu Manyue is a glamorous public relations expert who is good at handling crises on the surface, but she hides a deep and tragic past behind her. Eighteen years ago, she and her younger sister were violated by the third generation of the rich Jiang Jijun, and as a result, she suffered a huge change in her family.",1046.576,/kkpBLGXjQgMjEcXIm3yX714WZrD.jpg,"[{'id': 79261, 'logo_path': '/4OKzkasr0IV8CSqejjgRfKw7e0m.png', 'name': 'TVB', 'origin_country': 'HK'}, {'id': 97898, 'logo_path': '/gnw3ncd2Sj7xuyLE51cP8arMth6.png', 'name': 'Youku', 'origin_country': 'CN'}, {'id': 235472, 'logo_path': None, 'name': '77 Atelier Limited', 'origin_country': 'HK'}]","[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",9.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[24],2024-10-11,"['Animation', 'Action & Adventure', 'Comedy', 'Sci-Fi & Fantasy']",236994.0,['ja'],Dragon Ball DAIMA,"[{'id': 1, 'logo_path': '/4x4GsmRmSLLL0RVNKsoqAVH43tz.png', 'name': 'Fuji TV', 'origin_country': 'JP'}, {'id': 879, 'logo_path': '/pX3gDCsG8WcQvQbCNJ37t5w0HyG.png', 'name': 'Tokai Television Broadcasting', 'origin_country': 'JP'}, {'id': 1163, 'logo_path': '/1J33ZvSff1VOEt3aC8CyKmj9GEy.png', 'name': 'Kansai TV', 'origin_country': 'JP'}, {'id': 3535, 'logo_path': '/sces9gh6ih1DaD54WXvqHeLMScE.png', 'name': 'Fukui TV', 'origin_country': 'JP'}, {'id': 3721, 'logo_path': '/vkOmMDoyA8Jj8gDJOyP6CjD06Kj.png', 'name': 'Hokkaido Cultural Broadcasting', 'origin_country': 'JP'}, {'id': 4799, 'logo_path': '/y1F9WoEjz7MhzjN56im3tVKTd1r.png', 'name': 'Iwate Menkoi Television', 'origin_country': 'JP'}, {'id': 4829, 'logo_path': '/qHGklsa90XMreAdYm7AZl6eeaCL.png', 'name': 'Sendai Television', 'origin_country': 'JP'}, {'id': 4839, 'logo_path': '/pRhoUkllLEe3U9341NUCeKdQ7to.png', 'name': 'SAGA TV', 'origin_country': 'JP'}, {'id': 4841, 'logo_path': '/7QZ9b8bIpNUU5AjdaW6BXcMziY6.png', 'name': 'Ishikawa TV', 'origin_country': 'JP'}, {'id': 4850, 'logo_path': '/thh0SqE1oh7oOH08ISphk6cRghq.png', 'name': 'TNC', 'origin_country': 'JP'}, {'id': 4851, 'logo_path': '/wd94E8WjZwEbu1PLxhNNH0Ny3VT.png', 'name': 'OHK', 'origin_country': 'JP'}, {'id': 4855, 'logo_path': '/vRWtsyWIcIrtw0PXbCbjC4xvXtw.png', 'name': 'Kochi Sun Sun Broadcasting', 'origin_country': 'JP'}, {'id': 4970, 'logo_path': '/6hrEhIW5lIUKeX78BNTzMQ0e8aK.png', 'name': 'Television Shin Hiroshima System', 'origin_country': 'JP'}, {'id': 5644, 'logo_path': '/832SJcpnozaNWKto6hPSpYvDYQU.png', 'name': 'TV Shizuoka', 'origin_country': 'JP'}, {'id': 6209, 'logo_path': '/fjenNun3vCLtnHHsTpAgVYkubMl.png', 'name': 'NST', 'origin_country': 'JP'}, {'id': 6210, 'logo_path': '/kCNJcIxnOXI4fkc8oZLOk1BZb0o.png', 'name': 'NBS', 'origin_country': 'JP'}, {'id': 6211, 'logo_path': '/mFM7fx4yt3FOa6leUbBbd8iGZIi.png', 'name': 'Sakuranbo TV', 'origin_country': 'JP'}, {'id': 6212, 'logo_path': '/eAaH52WuIH4XNlqYSonXZRPRnGE.png', 'name': 'TSK', 'origin_country': 'JP'}, {'id': 6213, 'logo_path': '/np5gbKJvysVLnJKg8g1OxhiA6Qa.png', 'name': 'Ehime Broadcasting', 'origin_country': 'JP'}, {'id': 6214, 'logo_path': '/fF4u5E7SBK4qOoIUOVmr5FbYk2g.png', 'name': 'KTS', 'origin_country': 'JP'}, {'id': 6666, 'logo_path': '/rCdk5TWd3RPKTZU1zlhDCEFuzsI.png', 'name': 'Fukushima TV', 'origin_country': 'JP'}, {'id': 6670, 'logo_path': '/7OAJi6aS9zQWwP64jqxRllBvYKR.png', 'name': 'NIB', 'origin_country': 'JP'}, {'id': 6671, 'logo_path': '/jd0KEJ6Md6JBRWjxTHRU9BYpbuv.png', 'name': 'KKT', 'origin_country': 'JP'}, {'id': 6819, 'logo_path': '/hNbCO6N6F4o09DCGAoz7g0G2E9F.png', 'name': 'AKT', 'origin_country': 'JP'}, {'id': 6821, 'logo_path': '/mkTZDdapxuLVS4gzSCwD01DFkbw.png', 'name': 'Toyama Television', 'origin_country': 'JP'}, {'id': 6823, 'logo_path': '/UQS8TXqK0b367KX6Vw0aOfMB.png', 'name': 'Okinawa Television Broadcasting', 'origin_country': 'JP'}]",20.0,1.0,['JP'],ja,"Mysteriously transformed into mini versions of themselves, Goku and his friends travel to the Demon Realm to uncover the truth and find a cure.",988.658,/cIDPZMGsiVHkHA6HPJmEmGcgyyw.jpg,"[{'id': 5542, 'logo_path': '/ayE4LIqoAWotavo7xdvYngwqGML.png', 'name': 'Toei Animation', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",8.1,119.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
